text,annotation,spans,tag,properties.intentional,properties.iterative,properties.mental,properties.persistent,properties.representation_type,properties.unpredictable,properties.irreversible,properties.non_event_type
Effi Briest,"O, ich will schon","[[9659, 9676]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,"aber freilich, ich breche immer wieder ab","[[9678, 9719]]",process,['no'],['yes'],['no'],[2],['character_speech'],[2],,
Effi Briest,weil es alles ein bißchen sonderbar ist,"[[9721, 9760]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,"ja, beinah' romantisch","[[9762, 9784]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Aber Du sagtest doch,"[[9789, 9809]]",process,['yes'],['no'],['no'],[1],['character_speech'],[0],,
Effi Briest,er sei Landrat,"[[9811, 9825]]",stative_event,,,['no'],,['character_speech_1'],[1],,
Effi Briest,Allerdings Landrat,"[[9830, 9848]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,"Und er heißt Geert von Innstetten, Baron von Innstetten","[[9850, 9905]]",stative_event,,,['no'],,['character_speech'],[2],,
Effi Briest,Alle drei lachten,"[[9909, 9926]]",process,['yes'],['no'],['no'],[2],['narrator_speech'],[2],,
Effi Briest,Warum lacht Ihr,"[[9930, 9945]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,sagte Effi pikiert,"[[9948, 9966]]",process,['yes'],['no'],['no'],[2],['narrator_speech'],[0],,
Effi Briest,Was soll das heißen,"[[9969, 9988]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,"Ach, Effi, wir wollen Dich ja nicht beleidigen","[[9993, 10039]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,und auch den Baron nicht,"[[10041, 10065]]",non_event,,,,,['character_speech'],,,"['ellipsis', 'negation']"
Effi Briest,Innstetten sagtest Du,"[[10067, 10088]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,Und Geert,"[[10090, 10099]]",non_event,,,,,['character_speech'],,,"['ellipsis', 'question']"
Effi Briest,So heißt doch hier kein Mensch,"[[10101, 10131]]",non_event,,,,,['character_speech'],,,['generic_sentence']
Effi Briest,"Freilich, die adeligen Namen haben oft so 'was Komisches","[[10133, 10189]]",non_event,,,,,['character_speech'],,,['generic_sentence']
Effi Briest,"Ja, meine Liebe, das haben sie","[[10194, 10224]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,Dafür sind es eben Adelige,"[[10226, 10252]]",stative_event,,,['no'],,['character_speech'],[0],,
Effi Briest,Die dürfen sich das gönnen,"[[10254, 10280]]",non_event,,,,,['character_speech'],,,"['generic_sentence', 'modalised_statement']"
Effi Briest,und je weiter zurück,"[[10282, 10302]]",non_event,,,,,['character_speech'],,,"['conditional_sentence', 'ellipsis', 'generic_sentence']"
Effi Briest,ich meine der Zeit nach,"[[10304, 10327]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,desto mehr dürfen sie sich's gönnen,"[[10329, 10364]]",non_event,,,,,['character_speech'],,,"['conditional_sentence', 'generic_sentence']"
Effi Briest,Aber davon versteht Ihr nichts,"[[10366, 10396]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,was Ihr mir nicht übel nehmen dürft,"[[10398, 10433]]",non_event,,,,,['character_speech'],,,"['negation', 'request']"
Effi Briest,Wir bleiben doch gute Freunde,"[[10435, 10464]]",non_event,,,,,['character_speech'],,,"['modalised_statement', 'request']"
Effi Briest,Geert von Innstetten also und Baron,"[[10466, 10501]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,"Er ist gerade so alt wie Mama, auf den Tag","[[10503, 10545]]",stative_event,,,['no'],,['character_speech'],[2],,
Effi Briest,Und wie alt ist denn eigentlich Deine Mama,"[[10550, 10592]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,Achtunddreißig,"[[10597, 10611]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Ein schönes Alter,"[[10616, 10633]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Ist es auch,"[[10638, 10649]]",stative_event,,,['no'],,['character_speech'],[2],,
Effi Briest,namentlich wenn man noch so aussieht wie die Mama,"[[10651, 10700]]",non_event,,,,,['character_speech'],,,['conditional_sentence']
Effi Briest,Sie ist doch eigentlich eine schöne Frau,"[[10702, 10742]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,findet Ihr nicht auch,"[[10744, 10765]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,"Und wie sie alles so weg hat, immer so sicher und dabei so fein und nie unpassend wie Papa","[[10767, 10857]]",stative_event,,,['no'],,['character_speech'],[2],,
Effi Briest,Wenn ich ein junger Leutnant wäre,"[[10859, 10892]]",non_event,,,,,['character_speech'],,,"['conditional_sentence', 'subjunctive_sentence']"
Effi Briest,so würd' ich mich in die Mama verlieben,"[[10894, 10933]]",non_event,,,,,['character_speech'],,,"['conditional_sentence', 'subjunctive_sentence']"
Effi Briest,"Aber Effi, wie kannst Du nur so 'was sagen","[[10938, 10980]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,sagte Hulda,"[[10983, 10994]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Das ist ja gegen das vierte Gebot,"[[10997, 11030]]",stative_event,,,['no'],,['character_speech'],[2],,
Effi Briest,Unsinn,"[[11035, 11041]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Wie kann das gegen das vierte Gebot sein,"[[11043, 11083]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,Ich glaube,"[[11085, 11095]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,Mama würde sich freuen,"[[11097, 11119]]",non_event,,,,,['character_speech'],,,"['modalised_statement', 'subjunctive_sentence']"
Effi Briest,wenn sie wüßte,"[[11121, 11135]]",non_event,,,,,['character_speech'],,,"['conditional_sentence', 'subjunctive_sentence']"
Effi Briest,daß ich so was gesagt habe,"[[11137, 11163]]",process,['yes'],['no'],['no'],[1],['character_speech'],[1],,
Effi Briest,Kann schon sein,"[[11168, 11183]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,unterbrach hierauf Hertha,"[[11186, 11211]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[2],,
Effi Briest,Aber nun endlich die Geschichte,"[[11214, 11245]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,"Nun, gieb Dich zufrieden","[[11250, 11274]]",non_event,,,,,['character_speech'],,,['imperative_sentence']
Effi Briest,ich fange schon an,"[[11276, 11294]]",process,['yes'],['no'],['no'],[1],['character_speech'],[1],,
Effi Briest,Also Baron Innstetten,"[[11301, 11322]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Als er noch keine Zwanzig war,"[[11324, 11353]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,stand er drüben bei den Rathenowern,"[[11355, 11390]]",process,['yes'],['no'],['no'],[1],['character_speech'],[2],,
Effi Briest,und verkehrte viel auf den Gütern hier herum,"[[11391, 11435]]",process,['yes'],['yes'],['no'],[1],['character_speech'],[2],,
Effi Briest,und am liebsten war er in Schwantikow drüben bei meinem Großvater Belling,"[[11437, 11510]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,Natürlich war es nicht des Großvaters wegen,"[[11512, 11555]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,daß er so oft drüben war,"[[11557, 11581]]",stative_event,,,['no'],,['character_speech'],[2],,
Effi Briest,und wenn die Mama davon erzählt,"[[11583, 11614]]",process,['yes'],['yes'],['no'],[1],['character_speech'],[0],,
Effi Briest,so kann jeder leicht sehen,"[[11616, 11642]]",process,['no'],['no'],['yes'],[1],['character_speech'],[1],,
Effi Briest,um wen es eigentlich war,"[[11644, 11668]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,Und ich glaube,"[[11670, 11684]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,es war auch gegenseitig,"[[11686, 11709]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,Und wie kam es nachher,"[[11714, 11736]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,"Nun, es kam","[[11741, 11752]]",process,['no'],['no'],['no'],[2],['character_speech'],[1],,
Effi Briest,wie's kommen mußte,"[[11754, 11772]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,wie's immer kommt,"[[11774, 11791]]",non_event,,,,,['character_speech'],,,['generic_sentence']
Effi Briest,Er war ja noch viel zu jung,"[[11793, 11820]]",stative_event,,,['no'],,['character_speech'],[2],,
Effi Briest,und als mein Papa sich einfand,"[[11822, 11852]]",process,['no'],['no'],['no'],[3],['character_speech'],[2],,
Effi Briest,der schon Ritterschaftsrat war,"[[11854, 11884]]",stative_event,,,['no'],,['character_speech'],[2],,
Effi Briest,und Hohen-Cremmen hatte,"[[11885, 11908]]",stative_event,,,['no'],,['character_speech'],[2],,
Effi Briest,da war kein langes Besinnen mehr,"[[11910, 11942]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,und sie nahm ihn,"[[11944, 11960]]",process,['yes'],['no'],['no'],[3],['character_speech'],[1],,
Effi Briest,und wurde Frau von Briest,"[[11961, 11986]]",change_of_state,['yes'],['no'],['no'],[2],['character_speech'],[1],['yes'],
Effi Briest,"Und das andere nun, das wißt Ihr","[[11993, 12007], [12029, 12046]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,was sonst noch kam,"[[12009, 12027]]",process,['no'],['no'],['no'],[3],['character_speech'],[1],,
Effi Briest,das andere bin ich,"[[12053, 12071]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,"Ja, das andere bist Du, Effi","[[12076, 12104]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,sagte Bertha,"[[12107, 12119]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[0],,
Effi Briest,Gott sei Dank,"[[12122, 12135]]",non_event,,,,,['character_speech'],,,['request']
Effi Briest,wir hätten Dich nicht,"[[12137, 12158]]",non_event,,,,,['character_speech'],,,"['conditional_sentence', 'negation']"
Effi Briest,wenn es anders gekommen wäre,"[[12160, 12188]]",non_event,,,,,['character_speech'],,,['conditional_sentence']
Effi Briest,Und nun sage,"[[12190, 12202]]",non_event,,,,,['character_speech'],,,['imperative_sentence']
Effi Briest,was that Innstetten,"[[12204, 12223]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,was wurde aus ihm,"[[12225, 12242]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,Das Leben hat er sich nicht genommen,"[[12244, 12280]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,sonst könntet Ihr ihn heute nicht erwarten,"[[12282, 12324]]",non_event,,,,,['character_speech'],,,"['negation', 'subjunctive_sentence']"
Effi Briest,"Nein, das Leben hat er sich nicht genommen","[[12329, 12371]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,Aber ein bißchen war es doch so 'was,"[[12373, 12409]]",stative_event,,,['no'],,['character_speech'],[2],,
Effi Briest,Hat er einen Versuch gemacht,"[[12414, 12442]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,Auch das nicht,"[[12447, 12461]]",non_event,,,,,['character_speech'],,,"['ellipsis', 'negation']"
Effi Briest,Aber er mochte doch nicht länger hier in der Nähe bleiben,"[[12463, 12520]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,und das ganze Soldatenleben überhaupt muß ihm damals wie verleidet gewesen sein,"[[12522, 12601]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,Es war ja auch Friedenszeit,"[[12603, 12630]]",stative_event,,,['no'],,['character_speech'],[0],,
Effi Briest,Kurz und gut,"[[12632, 12644]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,er nahm den Abschied,"[[12646, 12666]]",process,['yes'],['no'],['no'],[1],['character_speech'],[1],,
Effi Briest,"und fing an, Juristerei zu studieren mit einem „wahren Biereifer","[[12667, 12703], [12720, 12747]]",process,['yes'],['no'],['no'],[2],['character_speech'],[1],,
Effi Briest,wie Papa sagt,"[[12705, 12718]]",process,['yes'],['no'],['no'],[1],['character_speech'],[1],,
Effi Briest,nur als der siebziger Krieg kam,"[[12750, 12781]]",process,['no'],['no'],['no'],[2],['character_speech'],[1],,
Effi Briest,trat er wieder ein,"[[12783, 12801]]",process,['yes'],['no'],['no'],[1],['character_speech'],[1],,
Effi Briest,aber bei den Perlebergern statt bei seinem alten Regiment,"[[12803, 12860]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,und hat auch das Kreuz,"[[12862, 12884]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,"Natürlich, denn er ist sehr schneidig","[[12886, 12923]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,Und gleich nach dem Kriege saß er wieder bei seinen Akten,"[[12925, 12982]]",process,['yes'],['yes'],['no'],[2],['character_speech'],[1],,
Effi Briest,und es heißt,"[[12984, 12996]]",process,['yes'],['no'],['no'],[1],['character_speech'],[1],,
Effi Briest,Bismarck halte große Stücke von ihm und auch der Kaiser,"[[12998, 13053]]",process,['yes'],['yes'],['yes'],[1],['character_speech_1'],[1],,
Effi Briest,und so kam es denn,"[[13055, 13073]]",process,['no'],['no'],['no'],[1],['character_speech'],[1],,
Effi Briest,"daß er Landrat wurde, Landrat im Kessiner Kreise","[[13075, 13123]]",process,['yes'],['no'],['no'],[2],['character_speech'],[1],,
Effi Briest,Was ist Kessin,"[[13128, 13142]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,Ich kenne hier kein Kessin,"[[13144, 13170]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,"Nein, hier in unserer Gegend liegt es nicht","[[13175, 13218]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,"es liegt eine hübsche Strecke von hier fort, in Pommern, in Hinterpommern sogar","[[13220, 13299]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,was aber nichts sagen will,"[[13301, 13327]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,weil es ein Badeort ist,"[[13329, 13352]]",stative_event,,,['no'],,['character_speech'],[2],,
Effi Briest,alles da herum ist Badeort,"[[13354, 13380]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,und die  Ferienreise ist eigentlich eine Vetternreise,"[[13382, 13401], [13437, 13469]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,die Baron Innstetten jetzt macht,"[[13403, 13435]]",process,['yes'],['no'],['no'],[2],['character_speech'],[0],,
Effi Briest,oder doch etwas Ähnliches,"[[13471, 13496]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Er will hier alte Freundschaft und Verwandtschaft wiedersehn,"[[13498, 13558]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,Hat er denn hier Verwandte,"[[13563, 13589]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,Ja und nein,"[[13594, 13605]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,wie man's nehmen will,"[[13607, 13628]]",non_event,,,,,['character_speech'],,,['conditional_sentence']
Effi Briest,Innstetten's giebt es hier  nicht,"[[13630, 13662]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,giebt es überhaupt nicht mehr,"[[13664, 13672], [13686, 13706]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,glaub' ich,"[[13674, 13684]]",process,['no'],['no'],['yes'],[1],['character_speech'],[1],,
Effi Briest,Aber er hat  hier entfernte Vettern von der Mutter Seite her,"[[13708, 13767]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,und vor allem hat er wohl Schwantikow und das Belling'sche Haus wiedersehen wollen,"[[13769, 13851]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,an das ihn so viel Erinnerungen knüpfen,"[[13853, 13892]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,Da war er denn vorgestern drüben,"[[13894, 13926]]",process,['yes'],['no'],['no'],[2],['character_speech'],[1],,
Effi Briest,und heute will er hier in Hohen-Cremmen sein,"[[13928, 13972]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,Und was sagt Dein Vater dazu,"[[13977, 14005]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,Gar nichts,"[[14010, 14020]]",non_event,,,,,['character_speech'],,,"['ellipsis', 'negation']"
Effi Briest,Der ist nicht so,"[[14022, 14038]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,Und dann kennt er ja doch die Mama,"[[14040, 14074]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,Er neckt sie bloß,"[[14076, 14093]]",process,['yes'],['yes'],['no'],[1],['character_speech'],[2],,
Effi Briest,In diesem Augenblick schlug es Mittag,"[[14097, 14134]]",process,['no'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,und ehe es noch ausgeschlagen,"[[14136, 14165]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,"erschien Wilke, das alte Briest'sche Haus- und Familienfaktotum, um an Fräulein Effi zu bestellen","[[14167, 14264]]",process,['yes'],['no'],['no'],[2],['narrator_speech'],[1],,
Effi Briest,Die gnädige Frau ließe bitten,"[[14267, 14296]]",process,['yes'],['no'],['no'],[1],['character_speech'],[0],,
Effi Briest,daß das gnädige Fräulein zu rechter Zeit auch Toilette mache,"[[14298, 14358]]",non_event,,,,,['character_speech'],,,['request']
Effi Briest,gleich nach Eins würde der Herr Baron wohl vorfahren,"[[14360, 14412]]",non_event,,,,,['character_speech'],,,['subjunctive_sentence']
Effi Briest,Und während Wilke dies noch vermeldete,"[[14415, 14453]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,begann er auch schon auf dem Arbeitstisch  der Damen abzuräumen,"[[14455, 14517]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,und griff dabei zunächst nach dem Zeitungsblatt,"[[14518, 14565]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[0],,
Effi Briest,auf  dem die Stachelbeerschalen lagen,"[[14567, 14603]]",process,['no'],['no'],['no'],[0],['narrator_speech'],[0],,
Effi Briest,"Nein, Wilke, nicht so","[[14607, 14628]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,"das mit den Schlusen, das ist unsere Sache","[[14630, 14672]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,"Hertha, Du mußt nun die Tüte machen","[[14679, 14714]]",non_event,,,,,['character_speech'],,,['modalised_statement']
